Carreira,Nome da Microzona,Sentido,N.º Ordem,Código Paragem,Paragens  - Nome,Localização,Destino
714,Junqueira,D,24,09505,Hosp. Egas Moniz,R. Junqueira,Pç. Figueira
714,Junqueira,D,25,09503,R. Junqueira (Centro Congressos),R. Junqueira,Pç. Figueira
714,Calvário,D,26,12111,Estação Sto. Amaro,R. 1º Maio,Pç. Figueira
714,Calvário,D,27,12105,Calvário,R. Alcântara,Pç. Figueira
714,Calvário,D,28,12109,R. Alcântara,R. Alcântara,Pç. Figueira
714,Alcântara,D,29,09418,Alcântara,R. Prior Crato,Pç. Figueira
714,Alcântara,D,30,10207,Pç. Armada,Pç. Armada,Pç. Figueira
714,Pç. Armada,D,31,10209,Av. Infante Santo,Cç. Pampulha,Pç. Figueira
714,Pç. Armada,D,32,10211,R. Presidente Arriaga,R. Presidente Arriaga,Pç. Figueira
714,Santos,D,33,03907,R. Janelas Verdes (Museu Nac. Arte Antiga),R. Janelas Verdes,Pç. Figueira
714,Santos,D,34,03911,Santos-o-Velho,Cç. Ribeiro Santos,Pç. Figueira
714,Santos,D,35,03913,Santos,Cç. Ribeiro Santos,Pç. Figueira
714,Conde Barão,D,36,07106,Conde Barão,Lg. Conde Barão,Pç. Figueira
714,Calçada do Combro,D,37,09902,R. S. Paulo (Bica),R. S. Paulo,Pç. Figueira
714,Cais do Sodré,D,38,03818,R. S. Paulo,R. S. Paulo,Pç. Figueira
714,Cais do Sodré,D,39,03824,Corpo Santo,R. Bernardino Costa,Pç. Figueira
714,R. Conceição,D,40,05519,Pç. Comércio,R. Prata,Pç. Figueira
714,Rossio,D,41,00910,Pç. Figueira,Pç. Figueira,Pç. Figueira
714,Rossio,A,1,00910,Pç. Figueira,Pç. Figueira,Pq. Campismo
714,T. Paço,A,2,05508,Pç. Comércio,R. Ouro,Pq. Campismo
714,Cais do Sodré,A,3,03821,Corpo Santo,Lg. Corpo Santo,Pq. Campismo
714,Cais do Sodré,A,4,03819,R. S. Paulo,R. S. Paulo,Pq. Campismo
714,Calçada do Combro,A,5,09901,R. S. Paulo (Bica),R. S. Paulo,Pq. Campismo
714,Conde Barão,A,6,07105,Conde Barão,Lg. Conde Barão,Pq. Campismo
714,Santos,A,7,03912,Santos,Cç. Ribeiro Santos,Pq. Campismo
714,Santos,A,8,03910,Santos-o-Velho,R. Janelas Verdes,Pq. Campismo
714,Santos,A,9,03908,R. Janelas Verdes (Museu Nac. Arte Antiga),R. Janelas Verdes,Pq. Campismo
714,Pç. Armada,A,10,10212,R. Presidente Arriaga,R. Presidente Arriaga,Pq. Campismo
714,Pç. Armada,A,11,10210,Av. Infante Santo,Cç. Pampulha,Pq. Campismo
714,Alcântara,A,12,10208,Pç. Armada,Pç. Armada,Pq. Campismo
714,Alcântara,A,13,09417,Alcântara,R. Prior Crato,Pq. Campismo
714,Calvário,A,14,12110,R. Alcântara,R. Alcântara,Pq. Campismo
714,Calvário,A,15,12102,Calvário,Lg. Calvário,Pq. Campismo
714,Calvário,A,16,12108,Estação Sto. Amaro,R. 1º Maio,Pq. Campismo
714,Junqueira,A,17,09504,R. Junqueira (Centro Congressos),R. Junqueira,Pq. Campismo
714,Junqueira,A,18,09506,Hosp. Egas Moniz,R. Junqueira,Pq. Campismo
714,Altinho,A,19,09508,R. Pinto Ferreira,R. Junqueira,Pq. Campismo
714,Altinho,A,20,04114,Altinho,R. Junqueira,Pq. Campismo
714,Altinho,A,21,04110,Belém,R. Junqueira,Pq. Campismo
714,Belém,A,22,09604,Mosteiro Jerónimos,Lg. Jerónimos,Pq. Campismo
714,Belém,A,23,09608,R. Jerónimos,R. Jerónimos,Pq. Campismo
714,Belém,A,24,09606,B.º Terras Forno,R. Jerónimos,Pq. Campismo
714,Restelo,A,25,13124,Estádio Restelo,R. Rui Pereira,Pq. Campismo
714,Restelo,A,26,13122,R. Pero Alenquer,R. Pero Alenquer,Pq. Campismo
714,Restelo,A,27,13120,Restelo (EPUL),R. Pero Alenquer,Pq. Campismo
714,Av. Descobertas,A,28,12404,Restelo - Av. Descobertas,Av. Descobertas,Pq. Campismo
714,Av. Descobertas,A,29,12402,R. Gregório Lopes,Av. Descobertas,Pq. Campismo
714,Caselas,A,30,10402,Fonte Caselas,R. Sam Levy,Pq. Campismo
714,Caselas,A,31,10404,Caselas,Lg. Igreja,Pq. Campismo
714,Caselas,A,32,10406,Estr. Queluz,Av. Descobertas,Pq. Campismo
714,Alfragide,A,33,18102,B.º Alto Moinho,Bº Alto Moinho,Pq. Campismo
714,Parque  de Campismo,A,34,14006,Pq. Campismo,Estrada Circunvalação,Pq. Campismo
716,Alameda,A,1,11112,Alameda D. A. Henriques,Av. Manuel Maia,Benfica
716,Arco Cego,A,2,11109,Av. António José Almeida,Av. António José Almeida,Benfica
716,Arco Cego,A,3,11118,Arco Cego - Av. Miguel Bombarda,Av. Miguel Bombarda,Benfica
716,Saldanha,A,4,01811,Av. Miguel Bombarda (ISCAL),Av. Miguel Bombarda,Benfica
716,Av. Berna,A,5,01407,Av. Visconde Valmor,Av. Marquês Tomar,Benfica
716,Av. Berna,A,6,33102,Av. Berna (Rego),Av. Berna,Benfica
716,Pç. Espanha,A,7,01503,Pç. Espanha / Av. Berna,Av. Berna,Benfica
716,Pç. Espanha,A,8,01505,Pç. Espanha,Av. Columbano Bordalo Pinheiro,Benfica
716,Pç. Espanha,A,9,01507,Av. Madame Curie,Av. Columbano Bordalo Pinheiro,Benfica
716,Sete Rios,A,10,01601,R. Dr. António Granjo,Av. Columbano Bordalo Pinheiro,Benfica
716,Sete Rios,A,11,01621,Estação Sete Rios,Av. Columbano Bordalo Pinheiro,Benfica
716,Sete Rios,A,12,01607,Sete Rios,Pç. General Humberto Delgado,Benfica
716,Sete Rios,A,13,01616,Estr. Benfica (Furnas),Estrada Benfica,Benfica
716,Benfica,A,14,10706,R. Duarte Galvão,Estrada Benfica,Benfica
716,Benfica,A,15,10704,B.º Novo,Estrada Benfica,Benfica
716,Benfica,A,16,10702,S. Domingos Benfica,Estrada Benfica,Benfica
716,Calhariz Benfica,A,17,10830,Pupilos Exército,Estrada Benfica,Benfica
716,Calhariz Benfica,A,18,10826,R. Prof. Reinaldo Santos,Estrada Benfica,Benfica
716,Calhariz Benfica,A,19,10814,Calhariz,R. Joaquim Paço Arcos,Benfica
716,Calhariz Benfica,A,20,10802,Esc. Pedro Santarém,Estrada Benfica,Benfica
716,Igreja Benfica,A,21,10906,Estr. Benfica / Av. Gomes Pereira,Estrada Benfica,Benfica
716,Igreja Benfica,A,22,10904,Igreja Benfica,Estrada Benfica,Benfica
716,Igreja Benfica,A,23,10921,Benfica - Av. Grão Vasco,Av. Grão Vasco,Benfica
716,Igreja Benfica,A,24,10915,Benfica - Al. Pe. Álvaro Proença,Al. Padre Álvaro Proença,Benfica
716,Igreja Benfica,D,1,10915,Benfica - Al. Pe. Álvaro Proença,Al. Padre Álvaro Proença,Alameda D. A. Henriques
716,Igreja Benfica,D,2,10920,Benfica - Av. Grão Vasco,Av. Grão Vasco,Alameda D. A. Henriques
716,Igreja Benfica,D,3,10903,Igreja Benfica,Estrada Benfica,Alameda D. A. Henriques
716,Igreja Benfica,D,4,10905,Estr. Benfica / Av. Gomes Pereira,Estrada Benfica,Alameda D. A. Henriques
716,Calhariz Benfica,D,5,10801,Esc. Pedro Santarém,Estrada Benfica,Alameda D. A. Henriques
716,Calhariz Benfica,D,6,10803,Calhariz (Centro Saúde Benfica),R. José Rodrigues Miguéis,Alameda D. A. Henriques
716,Calhariz Benfica,D,7,10821,R. Prof. Reinaldo Santos,Estrada Benfica,Alameda D. A. Henriques
716,Calhariz Benfica,D,8,10829,Pupilos Exército,Estrada Benfica,Alameda D. A. Henriques
716,Benfica,D,9,10701,S. Domingos Benfica,Estrada Benfica,Alameda D. A. Henriques
716,Benfica,D,10,10703,B.º Novo,Estrada Benfica,Alameda D. A. Henriques
716,Benfica,D,11,10705,R. Duarte Galvão,Estrada Benfica,Alameda D. A. Henriques
716,Sete Rios,D,12,01615,Estr. Benfica (Furnas),Estrada Benfica,Alameda D. A. Henriques
716,Sete Rios,D,13,01610,Sete Rios,Pç. General Humberto Delgado,Alameda D. A. Henriques
716,Sete Rios,D,14,01620,Av. Columbano B. Pinheiro (Est. Sete Rios),Av. Columbano Bordalo Pinheiro,Alameda D. A. Henriques
716,Sete Rios,D,15,01602,R. Dr. António Granjo,Av. Columbano Bordalo Pinheiro,Alameda D. A. Henriques
716,Pç. Espanha,D,16,01510,Av. Madame Curie,Av. Columbano Bordalo Pinheiro,Alameda D. A. Henriques
716,Pç. Espanha,D,17,01508,Pç. Espanha,Pç. Espanha,Alameda D. A. Henriques
716,Pç. Espanha,D,18,01504,Pç. Espanha / Av. Berna,Av. Berna,Alameda D. A. Henriques
716,Av. Berna,D,19,33101,Av. Berna (Rego),Av. Berna,Alameda D. A. Henriques
716,Av. Berna,D,20,01408,Av. Visconde Valmor,Av. Marquês Tomar,Alameda D. A. Henriques
716,Av. Berna,D,21,01412,Av. Marquês Tomar,Av. Marquês Tomar,Alameda D. A. Henriques
716,Saldanha,D,22,01806,Av. Duque D'Ávila,Av. Duque D'Ávila,Alameda D. A. Henriques
716,Arco Cego,D,23,11101,Arco Cego,Av. Duque D'Ávila,Alameda D. A. Henriques
716,Arco Cego,D,24,11108,Av. Rovisco Pais,Av. Rovisco Pais,Alameda D. A. Henriques
716,Alameda,D,25,11112,Alameda D. A. Henriques,Av. Manuel Maia,Alameda D. A. Henriques
717,P. Chile,A,1,00521,Pç. Chile,R. Quirino Fonseca,Fetais
717,Alameda,A,2,00414,Alameda D. A. Henriques,Al. D. Afonso Henriques,Fetais
717,Alameda,A,3,00411,Pç. João Rio,Av. Almirante Reis,Fetais
717,Areeiro,A,4,00311,Areeiro - Av. Alm. Gago Coutinho,Av. Almirante Gago Coutinho,Fetais
717,Areeiro,A,5,00313,Av. Alm. Gago Coutinho,Av. Almirante Gago Coutinho,Fetais
717,Gago Coutinho - E.U.A.,A,6,07301,Av. Estados Unidos América,Av. Estados Unidos América,Fetais
717,E.U.A.,A,7,11203,Av. EUA / R. Moura Girão,Av. Estados Unidos América,Fetais
717,E.U.A.,A,8,11205,Av. Rio Janeiro / Av. EUA,Av. Rio Janeiro,Fetais
717,Av. Rodrigo da Cunha,A,9,11201,Estádio 1º Maio,Av. Rio Janeiro,Fetais
717,Av. Rodrigo da Cunha,A,10,07410,Lg. Frei Heitor Pinto,Av. Rio Janeiro,Fetais
717,Pote Água,A,11,11307,Bombeiros Alvalade,Av. Rio Janeiro,Fetais
717,Pote Água,A,12,11306,LNEC,Av. Brasil,Fetais
717,Av. Brasil - Murtas,A,13,11301,Hosp. Júlio Matos,Av. Brasil,Fetais
717,C. Grande - Av. Brasil,A,14,05705,Campo Grande - Av. Brasil,Campo Grande - Nascente,Fetais
717,C. Grande Norte,A,15,05805,Campo Grande Norte,Campo Grande - Nascente,Fetais
717,C. Grande Norte,A,16,05807,Campo Grande (Metro),R. Cipriano Dourado,Fetais
717,C. Grande Norte,A,17,05811,Hosp. Pulido Valente,Al. Linhas de Torres,Fetais
717,C. Grande Norte,A,18,05901,Av. Rainha D. Leonor,Al. Linhas de Torres,Fetais
717,Lumiar,A,19,05903,Qta. Conchas,Al. Linhas de Torres,Fetais
717,Lumiar,A,20,05905,Lumiar,Al. Linhas de Torres - Lateral,Fetais
717,Lumiar,A,21,05958,Estr. Torre,Estrada Torre,Fetais
717,Lumiar,A,22,05913,Castanheira Moura,Estrada Torre,Fetais
717,Musgueira,A,23,11507,Av. Carlos Paredes,Av. Carlos Paredes,Fetais
717,Musgueira,A,24,11506,Estação Musgueira,Av. Carlos Paredes,Fetais
717,Charneca,A,25,11509,Esc. Pintor Almada Negreiros,Av. Nuno Krus Abecassis,Fetais
717,Charneca,A,26,06018,Vale Castanheira,R. Tito Morais,Fetais
717,Charneca,A,27,06016,Estr. S. Bartolomeu,Estrada S. Bartolomeu,Fetais
717,Charneca,A,28,06014,Igreja Charneca,Lg. Defensores República,Fetais
717,Charneca,A,29,06006,Campo Amoreiras,Campo Amoreiras,Fetais
717,Charneca,A,30,06008,Charneca,Campo Amoreiras,Fetais
717,Charneca,A,31,06010,Qta. Pailepa,Estrada Forte da Ameixoeira,Fetais
717,Charneca,A,32,06002,R. João Amaral,Estrada Forte da Ameixoeira,Fetais
717,Charneca,A,33,06012,Estr. Forte,Estrada Circunvalação,Fetais
717,Galinheiras,A,34,11602,Estr. Forte (Escola),Estrada Forte,Fetais
717,Galinheiras,A,35,11608,Galinheiras,Lg. Galinheiras,Fetais
717,Galinheiras,A,36,11610,Qta. Balsares,Estrada Circunvalação,Fetais
717,Fetais,A,37,16004,Fonte Pipa,Estrada Militar,Fetais
717,Fetais,A,38,16002,Az. Fetais,R. Fetais,Fetais
717,Fetais,A,39,16001,Fetais,Az. Fetais,Fetais
717,Fetais,D,1,16001,Fetais,Az. Fetais,Pç. Chile
717,Fetais,D,2,16003,Az. Fetais,R. Fetais,Pç. Chile
717,Fetais,D,3,16005,Fonte Pipa,Estrada Militar,Pç. Chile
717,Galinheiras,D,4,11605,Qta. Balsares,Estrada Circunvalação,Pç. Chile
717,Galinheiras,D,5,11603,Galinheiras,Lg. Galinheiras,Pç. Chile
717,Galinheiras,D,6,11601,Estr. Forte (Escola),Estrada Forte,Pç. Chile
717,Charneca,D,7,06001,Estr. Forte,Estrada Circunvalação,Pç. Chile
717,Charneca,D,8,06003,Qta. Pailepa,Estrada Forte da Ameixoeira,Pç. Chile
717,Charneca,D,9,06005,Charneca,Campo Amoreiras,Pç. Chile
717,Charneca,D,10,06009,Campo Amoreiras,Campo Amoreiras,Pç. Chile
717,Charneca,D,11,06011,Igreja Charneca,Lg. Defensores República,Pç. Chile
717,Charneca,D,12,06013,Estr. S. Bartolomeu,Estrada S. Bartolomeu,Pç. Chile
717,Charneca,D,13,06015,Vale Castanheira,R. Tito Morais,Pç. Chile
717,Charneca,D,14,11511,Esc. Pintor Almada Negreiros,Av. Nuno Krus Abecassis,Pç. Chile
717,Musgueira,D,15,11505,Estação Musgueira,Av. Carlos Paredes,Pç. Chile
717,Musgueira,D,16,11510,Av. Carlos Paredes,Av. Carlos Paredes,Pç. Chile
717,Lumiar,D,17,05930,Castanheira Moura,Estrada Torre,Pç. Chile
717,Lumiar,D,18,05959,Estr. Torre,Estrada Torre,Pç. Chile
717,Lumiar,D,19,05906,Lumiar,Al. Linhas de Torres,Pç. Chile
717,Lumiar,D,20,05904,Qta. Conchas,Al. Linhas de Torres,Pç. Chile
717,C. Grande Norte,D,21,05902,Av. Rainha D. Leonor,Al. Linhas de Torres,Pç. Chile
717,C. Grande Norte,D,22,05814,Hosp. Pulido Valente,Al. Linhas de Torres,Pç. Chile
717,C. Grande Norte,D,23,05808,Campo Grande (Metro),R. Cipriano Dourado,Pç. Chile
717,C. Grande Norte,D,24,05806,Campo Grande Norte,Campo Grande - Poente,Pç. Chile
717,C. Grande - Av. Brasil,D,25,05706,Campo Grande - Av. Brasil,Campo Grande - Central,Pç. Chile
717,Av. Brasil - Murtas,D,26,11304,Hosp. Júlio Matos,Av. Brasil,Pç. Chile
717,Pote Água,D,27,11312,LNEC,Av. Brasil,Pç. Chile
717,Pote Água,D,28,11314,Bombeiros Alvalade,Av. Rio Janeiro,Pç. Chile
717,Av. Rodrigo da Cunha,D,29,07411,Lg. Frei Heitor Pinto,Av. Rio Janeiro,Pç. Chile
717,Av. Rodrigo da Cunha,D,30,11202,Estádio 1º Maio,Av. Rio Janeiro,Pç. Chile
717,E.U.A.,D,31,11204,Av. Rio Janeiro / Av. EUA,Av. Estados Unidos América,Pç. Chile
717,Gago Coutinho - E.U.A.,D,32,07302,Av. Estados Unidos América,Av. Estados Unidos América,Pç. Chile
717,Gago Coutinho - E.U.A.,D,33,07308,Av. Alm. Gago Coutinho / Av. EUA,Av. Almirante Gago Coutinho,Pç. Chile
717,Areeiro,D,34,00310,Av. Alm. Gago Coutinho,Av. Almirante Gago Coutinho,Pç. Chile
717,Areeiro,D,35,00308,Areeiro - Av. Alm. Gago Coutinho,Av. Almirante Gago Coutinho,Pç. Chile
717,Alameda,D,36,00404,Pç. João Rio,Av. Almirante Reis,Pç. Chile
717,Alameda,D,37,00402,Alameda D. A. Henriques,Av. Almirante Reis,Pç. Chile
717,P. Chile,D,38,00521,Pç. Chile,R. Quirino Fonseca,Pç. Chile
717,C. Grande Norte,A,1,05807,Campo Grande (Metro),R. Cipriano Dourado,Galinheiras
717,C. Grande Norte,A,2,05811,Hosp. Pulido Valente,Al. Linhas de Torres,Galinheiras
717,C. Grande Norte,A,3,05901,Av. Rainha D. Leonor,Al. Linhas de Torres,Galinheiras
717,Lumiar,A,4,05903,Qta. Conchas,Al. Linhas de Torres,Galinheiras
717,Lumiar,A,5,05905,Lumiar,Al. Linhas de Torres - Lateral,Galinheiras
717,Lumiar,A,6,05958,Estr. Torre,Estrada Torre,Galinheiras
717,Lumiar,A,7,05913,Castanheira Moura,Estrada Torre,Galinheiras
717,Musgueira,A,8,11507,Av. Carlos Paredes,Av. Carlos Paredes,Galinheiras
717,Musgueira,A,9,11506,Estação Musgueira,Av. Carlos Paredes,Galinheiras
717,Charneca,A,10,11509,Esc. Pintor Almada Negreiros,Av. Nuno Krus Abecassis,Galinheiras
717,Charneca,A,11,06018,Vale Castanheira,R. Tito Morais,Galinheiras
717,Charneca,A,12,06016,Estr. S. Bartolomeu,Estrada S. Bartolomeu,Galinheiras
717,Charneca,A,13,06014,Igreja Charneca,Lg. Defensores República,Galinheiras
717,Charneca,A,14,06006,Campo Amoreiras,Campo Amoreiras,Galinheiras
717,Charneca,A,15,06008,Charneca,Campo Amoreiras,Galinheiras
717,Charneca,A,16,06010,Qta. Pailepa,Estrada Forte da Ameixoeira,Galinheiras
717,Charneca,A,17,06002,R. João Amaral,Estrada Forte da Ameixoeira,Galinheiras
717,Charneca,A,18,06012,Estr. Forte,Estrada Circunvalação,Galinheiras
717,Galinheiras,A,19,11602,Estr. Forte (Escola),Estrada Forte,Galinheiras
717,Galinheiras,A,20,11608,Galinheiras,Lg. Galinheiras,Galinheiras
717,Galinheiras,D,1,11603,Galinheiras,Lg. Galinheiras,Campo Grande-Metro
717,Galinheiras,D,2,11601,Estr. Forte (Escola),Estrada Forte,Campo Grande-Metro
717,Charneca,D,3,06001,Estr. Forte,Estrada Circunvalação,Campo Grande-Metro
717,Charneca,D,4,06003,Qta. Pailepa,Estrada Forte da Ameixoeira,Campo Grande-Metro
717,Charneca,D,5,06005,Charneca,Campo Amoreiras,Campo Grande-Metro
717,Charneca,D,6,06009,Campo Amoreiras,Campo Amoreiras,Campo Grande-Metro
717,Charneca,D,7,06011,Igreja Charneca,Lg. Defensores República,Campo Grande-Metro
717,Charneca,D,8,06013,Estr. S. Bartolomeu,Estrada S. Bartolomeu,Campo Grande-Metro
717,Charneca,D,9,06015,Vale Castanheira,R. Tito Morais,Campo Grande-Metro
717,Charneca,D,10,11511,Esc. Pintor Almada Negreiros,Av. Nuno Krus Abecassis,Campo Grande-Metro
717,Musgueira,D,11,11505,Estação Musgueira,Av. Carlos Paredes,Campo Grande-Metro
717,Musgueira,D,12,11510,Av. Carlos Paredes,Av. Carlos Paredes,Campo Grande-Metro
717,Lumiar,D,13,05930,Castanheira Moura,Estrada Torre,Campo Grande-Metro
717,Lumiar,D,14,05959,Estr. Torre,Estrada Torre,Campo Grande-Metro
717,Lumiar,D,15,05906,Lumiar,Al. Linhas de Torres,Campo Grande-Metro
717,Lumiar,D,16,05904,Qta. Conchas,Al. Linhas de Torres,Campo Grande-Metro
717,C. Grande Norte,D,17,05902,Av. Rainha D. Leonor,Al. Linhas de Torres,Campo Grande-Metro
717,C. Grande Norte,D,18,05814,Hosp. Pulido Valente,Al. Linhas de Torres,Campo Grande-Metro
717,C. Grande Norte,D,19,05808,Campo Grande (Metro),R. Cipriano Dourado,Campo Grande-Metro
718,Escola D. Dinis,A,1,89919,ISEL,Av. Dr. Augusto Castro,Alameda
718,Escola D. Dinis,A,2,89905,Av. Dr. Augusto Castro,Av. Dr. Augusto Castro,Alameda
718,Escola D. Dinis,A,3,89913,Esc. D. Dinis,Av. Dr. Augusto Castro,Alameda
718,Escola D. Dinis,A,4,89926,R. Manuel Teixeira Gomes (Esc. D. Dinis),R. Manuel Teixeira Gomes,Alameda
718,Escola D. Dinis,A,5,89924,R. Manuel Teixeira Gomes,R. Manuel Teixeira Gomes,Alameda
718,Escola D. Dinis,A,6,89922,R. Tomás Alcaide,R. Manuel Teixeira Gomes,Alameda
718,Escola D. Dinis,A,7,89901,R. Capitão-Mor Lopes Sequeira,R. Dr. José Espirito Santo,Alameda
718,Escola D. Dinis,A,8,89907,R. Dr. José Espirito Santo,R. Dr. José Espirito Santo,Alameda
718,Matinha,A,9,02205,Vale Formoso Cima,Av. Infante D. Henrique,Alameda
718,Matinha,A,10,02207,Estação Braço Prata,Av. Infante D. Henrique,Alameda
718,Poço do Bispo,A,11,12524,Fábrica Braço Prata,Av. Infante D. Henrique,Alameda
718,Poço do Bispo,A,12,12503,Doca Poço Bispo,R. Mar,Alameda
718,Poço do Bispo,A,13,12512,Poço Bispo,Pç. David Leandro Silva,Alameda
718,Poço do Bispo,A,14,12510,Palácio Mitra,R. Açúcar,Alameda
718,Poço do Bispo,A,15,12508,R. Açúcar,R. Açúcar,Alameda
718,Poço do Bispo,A,16,12506,Beato,R. Açúcar,Alameda
718,Xabregas,A,17,08308,Al. Beato,R. Grilo,Alameda
718,Xabregas,A,18,08306,Cç. Grilo,R. Grilo,Alameda
718,Xabregas,A,19,08304,Xabregas,R. Xabregas,Alameda
718,Xabregas,A,20,08302,Ponte Xabregas,R. Xabregas,Alameda
718,Av. Afonso III,A,21,09808,Igreja Madre Deus,R. Madre Deus,Alameda
718,Av. Afonso III,A,22,09806,R. Madre Deus,R. Nelson Barros,Alameda
718,Av. Afonso III,A,23,09804,R. D. Fuas Roupinho,Av. Afonso III,Alameda
718,Av. Afonso III,A,24,09802,Cç. Lajes,Av. Afonso III,Alameda
718,Alto S. João,A,25,11703,Av. Afonso III,Av. Afonso III,Alameda
718,Alto S. João,A,26,11701,Cemitério Alto S. João,Parada Alto S. João,Alameda
718,Paiva Couceiro,A,27,07013,R. Morais Soares (Cemitério),R. Morais Soares,Alameda
718,Paiva Couceiro,A,28,07011,Pç. Paiva Couceiro / R. Morais Soares,R. Morais Soares,Alameda
718,P. Chile,A,29,00501,R. Morais Soares,R. Morais Soares,Alameda
718,P. Chile,A,30,00509,Pç. Chile,R. Morais Soares,Alameda
718,Alameda,A,31,00409,Alameda D. A. Henriques,Av. Almirante Reis,Alameda
718,Alameda,A,32,00410,Alameda D. A. Henriques,Av. Almirante Reis,Alameda
718,Alameda,D,1,00410,Alameda D. A. Henriques,Av. Almirante Reis,ISEL
718,P. Chile,D,2,00522,Pç. Chile,R. Morais Soares,ISEL
718,P. Chile,D,3,00502,R. Morais Soares,R. Morais Soares,ISEL
718,Paiva Couceiro,D,4,07010,Pç. Paiva Couceiro,Pç. Paiva Couceiro,ISEL
718,Paiva Couceiro,D,5,07012,R. Morais Soares (Cemitério),R. Morais Soares,ISEL
718,Alto S. João,D,6,11702,Cemitério Alto S. João,Parada Alto S. João,ISEL
718,Alto S. João,D,7,11704,Av. Afonso III,Av. Afonso III,ISEL
718,Av. Afonso III,D,8,09801,Cç. Lajes,Av. Afonso III,ISEL
718,Av. Afonso III,D,9,09803,R. D. Fuas Roupinho,Av. Afonso III,ISEL
718,Av. Afonso III,D,10,09805,R. Madre Deus,R. Madre Deus,ISEL
718,Av. Afonso III,D,11,09807,Igreja Madre Deus,R. Madre Deus,ISEL
718,Xabregas,D,12,08301,Ponte Xabregas,R. Xabregas,ISEL
718,Xabregas,D,13,08303,Xabregas,R. Xabregas,ISEL
718,Xabregas,D,14,08305,Cç. Grilo,R. Grilo,ISEL
718,Xabregas,D,15,08307,Al. Beato,R. Beato,ISEL
718,Poço do Bispo,D,16,12505,Beato,R. Açúcar,ISEL
718,Poço do Bispo,D,17,12507,R. Açúcar,R. Açúcar,ISEL
718,Poço do Bispo,D,18,12509,Palácio Mitra,R. Açúcar,ISEL
718,Poço do Bispo,D,19,12511,Poço Bispo,Pç. David Leandro Silva,ISEL
718,Poço do Bispo,D,20,12523,Fábrica Braço Prata,Av. Infante D. Henrique,ISEL
718,Matinha,D,21,02208,Estação Braço Prata,Av. Infante D. Henrique,ISEL
718,Matinha,D,22,02206,Vale Formoso Cima,Av. Infante D. Henrique,ISEL
718,Escola D. Dinis,D,23,89908,R. Dr. José Espirito Santo,R. Dr. José Espirito Santo,ISEL
718,Escola D. Dinis,D,24,89902,R. Capitão-Mor Lopes Sequeira,R. Dr. José Espirito Santo,ISEL
718,Escola D. Dinis,D,25,89921,R. Tomás Alcaide,R. Manuel Teixeira Gomes,ISEL
718,Escola D. Dinis,D,26,89923,R. Manuel Teixeira Gomes,R. Manuel Teixeira Gomes,ISEL
718,Escola D. Dinis,D,27,89925,R. Manuel Teixeira Gomes (Esc. D. Dinis),R. Manuel Teixeira Gomes,ISEL
718,Escola D. Dinis,D,28,89906,ISEL,Av. Dr. Augusto Castro,ISEL
718,Escola D. Dinis,D,29,89919,ISEL,Av. Dr. Augusto Castro,ISEL
720,Picheleira,A,1,08907,Picheleira - R. Dr. Faria Vasconcelos,R. Faria Vasconcelos,Calvário
720,Olaias,A,2,08903,R. Prof. Mira Fernandes,R. Prof. Mira Fernandes,Calvário
720,Olaias,A,3,08905,R. Aquiles Machado,R. Aquiles Machado,Calvário
720,Olaias,A,4,08910,Rot. Olaias,R. Professora Margarida Vieira Mendes,Calvário
720,Olaias,A,5,09007,Casal Vistoso,Av. Afonso Costa,Calvário
720,Areeiro,A,6,00301,Areeiro - Av. Afonso Costa,Av. Afonso Costa,Calvário
720,Alameda,A,7,00404,Pç. João Rio,Av. Almirante Reis,Calvário
720,Alameda,A,8,00407,Av. Guerra Junqueiro,Al. D. Afonso Henriques,Calvário
720,Arco Cego,A,9,11109,Av. António José Almeida,Av. António José Almeida,Calvário
720,Arco Cego,A,10,11105,Arco Cego,R. D. Estefânia,Calvário
720,Estefânia,A,11,06501,Estefânia,R. D. Estefânia,Calvário
720,Picoas,A,12,01710,Pç. José Fontana,Pç. José Fontana,Calvário
720,Conde Redondo,A,13,06602,Av. Duque Loulé,Av. Duque Loulé,Calvário
720,Marquês Pombal,A,14,01202,Mq. Pombal - Av. Duque Loulé,Av. Duque Loulé,Calvário
720,Marquês Pombal,A,15,01208,Mq. Pombal - R. Braamcamp,R. Braamcamp,Calvário
720,Rato,A,16,06806,R. Braamcamp,R. Braamcamp,Calvário
720,Rato,A,17,06804,Rato,Lg. Rato,Calvário
720,Rato,A,18,06802,Av. Pedro Álvares Cabral,Av. Pedro Álvares Cabral,Calvário
720,Estrela,A,19,08104,Jardim Estrela,R. S. Jorge,Calvário
720,Estrela,A,20,08102,Estrela,Av. Infante Santo,Calvário
720,Infante Santo,A,21,10104,Av. Inf. Santo / R. Santana à Lapa,Av. Infante Santo,Calvário
720,Infante Santo,A,22,10102,Av. Inf. Santo (Gasómetro),Av. Infante Santo,Calvário
720,Pç. Armada,A,23,10206,Cova Moura,Av. Infante Santo,Calvário
720,Pç. Armada,A,24,10204,Av. Infante Santo,Av. Infante Santo,Calvário
720,Alcântara Mar,A,25,04004,Alcântara - Av. 24 Julho,Av. 24 Julho,Calvário
720,Calvário,A,26,12102,Calvário,Lg. Calvário,Calvário
720,Calvário,A,27,12124,Calvário,Lg. Fontainhas,Calvário
720,Calvário,D,1,12124,Calvário,Lg. Fontainhas,Picheleira
