Carreira,Nome da Microzona,Sentido,N.º Ordem,Código Paragem,Paragens  - Nome,Localização,Destino
206,Alfândega,A,7,08203,Casa Conto,Av. Infante D. Henrique,Est. Musgueira
206,Sta. Apolónia,A,8,02101,Estação Sta. Apolónia,Lg. Caminhos Ferro,Est. Musgueira
206,Sta. Apolónia,A,9,02103,R. Bica Sapato,R. Bica Sapato,Est. Musgueira
206,Sta. Apolónia,A,10,02105,R. Vale Sto. António,R. Vale St. António,Est. Musgueira
206,Sta. Apolónia,A,11,02107,R. Washington,R. Washington,Est. Musgueira
206,Vale Sto. António,A,12,09115,R. Mato Grosso,R. Afonso Domingues,Est. Musgueira
206,Vale Sto. António,A,13,09113,R. Bartolomeu Costa,R. Bartolomeu Costa,Est. Musgueira
206,Vale Sto. António,A,14,09111,R. Sapadores,R. Sapadores,Est. Musgueira
206,Sapadores,A,15,09109,Sapadores,Av. General Roçadas,Est. Musgueira
206,Sapadores,A,16,09107,Av. General Roçadas,Av. General Roçadas,Est. Musgueira
206,Paiva Couceiro,A,17,07009,Esc. Nuno Gonçalves,Av. General Roçadas,Est. Musgueira
206,Paiva Couceiro,A,18,07003,Pç. Paiva Couceiro,Av. General Roçadas,Est. Musgueira
206,Paiva Couceiro,A,19,07011,Pç. Paiva Couceiro / R. Morais Soares,R. Morais Soares,Est. Musgueira
206,P. Chile,A,20,00501,R. Morais Soares,R. Morais Soares,Est. Musgueira
206,P. Chile,A,21,00509,Pç. Chile,R. Morais Soares,Est. Musgueira
206,Alameda,A,22,00413,Alameda D. A. Henriques,Av. Almirante Reis,Est. Musgueira
206,Alameda,A,23,00411,Pç. João Rio,Av. Almirante Reis,Est. Musgueira
206,Areeiro,A,24,00319,Areeiro,Av. João XXI,Est. Musgueira
206,Av. João XXI,A,25,00305,Av. João XXI / Pç. Londres,Av. João XXI,Est. Musgueira
206,Av. João XXI,A,26,00307,Av. Roma (Piscina),Av. Roma,Est. Musgueira
206,Av. Roma - E.U.A.,A,27,00201,B.º S. Miguel - Av. Roma,Av. Roma,Est. Musgueira
206,Av. Roma - E.U.A.,A,28,00203,Av. Roma / Av. EUA,Av. Roma,Est. Musgueira
206,Alvalade,A,29,00101,Esc. Rainha D. Leonor,Av. Roma,Est. Musgueira
206,Alvalade,A,30,00106,Pç. Alvalade (Esc. Eugénio Santos),Av. Roma,Est. Musgueira
206,Av. Brasil - Murtas,A,31,11301,Hosp. Júlio Matos,Av. Brasil,Sr. Roubado-Metro
206,C. Grande - Av. Brasil,A,32,05705,Campo Grande - Av. Brasil,Campo Grande - Nascente,Sr. Roubado-Metro
206,C. Grande Norte,A,33,05805,Campo Grande Norte,Campo Grande - Nascente,Sr. Roubado-Metro
206,Musgueira,A,34,11503,Alta de Lisboa (Qta. Conchas),Eixo Central Alta Lisboa,Est. Musgueira
206,Musgueira,A,35,11506,Estação Musgueira,Av. Carlos Paredes,Est. Musgueira
207,Cais do Sodré,A,1,03807,Cais Sodré,Cais Sodré,Fetais
207,Cais do Sodré,A,2,03824,Corpo Santo,R. Bernardino Costa,Fetais
207,R. Conceição,A,3,05519,Pç. Comércio,R. Prata,Fetais
207,Rossio,A,4,00901,Rossio,Pç. D. Pedro IV,Fetais
207,Restauradores,A,5,01003,Restauradores,Pç. Restauradores,Fetais
207,Avenida,A,6,01103,Av. Liberdade,Av. Liberdade,Fetais
207,Marquês Pombal,A,7,01225,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Fetais
207,Av. António A. Aguiar,A,8,01701,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Fetais
207,Picoas,A,9,01713,Picoas,Av. Fontes Pereira Melo,Fetais
207,Saldanha,A,10,01801,Saldanha,Pç. Duque Saldanha,Fetais
207,Saldanha,A,11,01805,Av. República,Av. República,Fetais
207,Campo Pequeno,A,12,01903,Campo Pequeno - Av. República,Av. República,Fetais
207,Entrecampos,A,13,02021,Estação Entrecampos,Av. República,Fetais
207,Entrecampos,A,14,02001,Entrecampos,Av. República,Fetais
207,Entrecampos,A,15,02015,Entrecampos Norte,Campo Grande - Nascente,Fetais
207,Entrecampos,A,16,02017,Campo Grande,Campo Grande - Nascente,Fetais
207,C. Grande - Av. Brasil,A,17,05705,Campo Grande - Av. Brasil,Campo Grande - Nascente,Fetais
207,C. Grande Norte,A,18,05805,Campo Grande Norte,Campo Grande - Nascente,Fetais
207,C. Grande Norte,A,19,05807,Campo Grande (Metro),R. Cipriano Dourado,Fetais
207,C. Grande Norte,A,20,05811,Hosp. Pulido Valente,Al. Linhas de Torres,Fetais
207,C. Grande Norte,A,21,05901,Av. Rainha D. Leonor,Al. Linhas de Torres,Fetais
207,Lumiar,A,22,05903,Qta. Conchas,Al. Linhas de Torres,Fetais
207,Lumiar,A,23,05905,Lumiar,Al. Linhas de Torres - Lateral,Fetais
207,Lumiar,A,24,05958,Estr. Torre,Estrada Torre,Fetais
207,Lumiar,A,25,05913,Castanheira Moura,Estrada Torre,Fetais
207,Musgueira,A,26,11507,Av. Carlos Paredes,Av. Carlos Paredes,Fetais
207,Musgueira,A,27,11506,Estação Musgueira,Av. Carlos Paredes,Fetais
207,Charneca,A,28,11509,Esc. Pintor Almada Negreiros,Av. Nuno Krus Abecassis,Fetais
207,Charneca,A,29,06018,Vale Castanheira,R. Tito Morais,Fetais
207,Charneca,A,30,06016,Estr. S. Bartolomeu,Estrada S. Bartolomeu,Fetais
207,Charneca,A,31,06014,Igreja Charneca,Lg. Defensores República,Fetais
207,Charneca,A,32,06006,Campo Amoreiras,Campo Amoreiras,Fetais
207,Charneca,A,33,06008,Charneca,Campo Amoreiras,Fetais
207,Charneca,A,34,06010,Qta. Pailepa,Estrada Forte da Ameixoeira,Fetais
207,Charneca,A,35,06002,R. João Amaral,Estrada Forte da Ameixoeira,Fetais
207,Charneca,A,36,06012,Estr. Forte,Estrada Circunvalação,Fetais
207,Galinheiras,A,37,11602,Estr. Forte (Escola),Estrada Forte,Fetais
207,Galinheiras,A,38,11608,Galinheiras,Lg. Galinheiras,Fetais
207,Galinheiras,A,39,11610,Qta. Balsares,Estrada Circunvalação,Fetais
207,Fetais,A,40,16004,Fonte Pipa,Estrada Militar,Fetais
207,Fetais,A,41,16002,Az. Fetais,R. Fetais,Fetais
207,Fetais,A,42,16001,Fetais,Az. Fetais,Fetais
207,Fetais,D,1,16001,Fetais,Az. Fetais,Cais Sodré
207,Fetais,D,2,16003,Az. Fetais,R. Fetais,Cais Sodré
207,Fetais,D,3,16005,Fonte Pipa,Estrada Militar,Cais Sodré
207,Galinheiras,D,4,11605,Qta. Balsares,Estrada Circunvalação,Cais Sodré
207,Galinheiras,D,5,11603,Galinheiras,Lg. Galinheiras,Cais Sodré
207,Galinheiras,D,6,11601,Estr. Forte (Escola),Estrada Forte,Cais Sodré
207,Charneca,D,7,06001,Estr. Forte,Estrada Circunvalação,Cais Sodré
207,Charneca,D,8,06003,Qta. Pailepa,Estrada Forte da Ameixoeira,Cais Sodré
207,Charneca,D,9,06005,Charneca,Campo Amoreiras,Cais Sodré
207,Charneca,D,10,06009,Campo Amoreiras,Campo Amoreiras,Cais Sodré
207,Charneca,D,11,06011,Igreja Charneca,Lg. Defensores República,Cais Sodré
207,Charneca,D,12,06013,Estr. S. Bartolomeu,Estrada S. Bartolomeu,Cais Sodré
207,Charneca,D,13,06015,Vale Castanheira,R. Tito Morais,Cais Sodré
207,Charneca,D,14,11511,Esc. Pintor Almada Negreiros,Av. Nuno Krus Abecassis,Cais Sodré
207,Musgueira,D,15,11505,Estação Musgueira,Av. Carlos Paredes,Cais Sodré
207,Musgueira,D,16,11510,Av. Carlos Paredes,Av. Carlos Paredes,Cais Sodré
207,Lumiar,D,17,05930,Castanheira Moura,Estrada Torre,Cais Sodré
207,Lumiar,D,18,05959,Estr. Torre,Estrada Torre,Cais Sodré
207,Lumiar,D,19,05906,Lumiar,Al. Linhas de Torres,Cais Sodré
207,Lumiar,D,20,05904,Qta. Conchas,Al. Linhas de Torres,Cais Sodré
207,C. Grande Norte,D,21,05902,Av. Rainha D. Leonor,Al. Linhas de Torres,Cais Sodré
207,C. Grande Norte,D,22,05814,Hosp. Pulido Valente,Al. Linhas de Torres,Cais Sodré
207,C. Grande Norte,D,23,05808,Campo Grande (Metro),R. Cipriano Dourado,Cais Sodré
207,C. Grande Norte,D,24,05804,Campo Grande Norte,Campo Grande - Poente,Cais Sodré
207,C. Grande - Av. Brasil,D,25,05710,Campo Grande - Av. Brasil,Campo Grande - Poente,Cais Sodré
207,Entrecampos,D,26,02008,Campo Grande,Campo Grande - Poente,Cais Sodré
207,Entrecampos,D,27,02006,Entrecampos Norte,Campo Grande - Poente,Cais Sodré
207,Entrecampos,D,28,02002,Entrecampos,Av. República (Via Nascente),Cais Sodré
207,Entrecampos,D,29,02020,Estação Entrecampos,Av. República,Cais Sodré
207,Campo Pequeno,D,30,01906,Campo Pequeno - Av. República,Av. República,Cais Sodré
207,Saldanha,D,31,01810,Av. República,Av. República,Cais Sodré
207,Saldanha,D,32,01802,Saldanha,Pç. Duque Saldanha,Cais Sodré
207,Picoas,D,33,01704,Picoas,Av. Fontes Pereira Melo,Cais Sodré
207,Av. António A. Aguiar,D,34,01702,Av. Fontes P. Melo,Av. Fontes Pereira Melo,Cais Sodré
207,Marquês Pombal,D,35,01206,Mq. Pombal - Av. Fontes P. Melo,Av. Fontes Pereira Melo,Cais Sodré
207,Avenida,D,36,01102,Av. Liberdade,Av. Liberdade,Cais Sodré
207,Restauradores,D,37,01006,Restauradores,Pç. Restauradores,Cais Sodré
207,Rossio,D,38,00908,Rossio,Pç. D. Pedro IV,Cais Sodré
207,T. Paço,D,39,05508,Pç. Comércio,R. Ouro,Cais Sodré
207,Cais do Sodré,D,40,03820,Corpo Santo,R. Arsenal,Cais Sodré
207,Cais do Sodré,D,41,03807,Cais Sodré,Cais Sodré,Cais Sodré
208,Cais do Sodré,A,1,03810,Cais Sodré,Cais Sodré,Estação Oriente (Interface)
208,Cais do Sodré,A,2,03824,Corpo Santo,R. Bernardino Costa,Estação Oriente (Interface)
208,R. Conceição,A,3,05519,Pç. Comércio,R. Prata,Estação Oriente (Interface)
208,Rossio,A,4,00905,Pç. Figueira,Pç. Figueira,Estação Oriente (Interface)
208,Socorro,A,5,00819,Martim Moniz,Lg. Martim Moniz,Estação Oriente (Interface)
208,Socorro,A,6,00803,R. Palma,R. da Palma,Estação Oriente (Interface)
208,Intendente,A,7,00701,Igreja Anjos,Av. Almirante Reis,Estação Oriente (Interface)
208,Anjos,A,8,00607,Av. Almirante Reis / R. Angola,Av. Almirante Reis,Estação Oriente (Interface)
208,Anjos,A,9,00609,Av. Almirante Reis / R. Marques Silva,Av. Almirante Reis,Estação Oriente (Interface)
208,P. Chile,A,10,00505,Pç. Chile / Av. Almirante Reis,Av. Almirante Reis,Estação Oriente (Interface)
208,Alameda,A,11,00413,Alameda D. A. Henriques,Av. Almirante Reis,Estação Oriente (Interface)
208,Alameda,A,12,00411,Pç. João Rio,Av. Almirante Reis,Estação Oriente (Interface)
208,Areeiro,A,13,00318,Areeiro - Av. Afonso Costa,Av. Afonso Costa,Estação Oriente (Interface)
208,Olaias,A,14,09008,Casal Vistoso,Av. Afonso Costa,Estação Oriente (Interface)
208,Olaias,A,15,09006,Olaias - Av. Afonso Costa,Av. Afonso Costa,Estação Oriente (Interface)
208,Olaias,A,16,08908,Rot. Olaias,Av. Eng. Arantes Oliveira,Estação Oriente (Interface)
208,Olaias,A,17,08913,Olaias (Piscina),Av. Eng. Arantes Oliveira,Estação Oriente (Interface)
208,Bela Vista,A,18,03610,Av. Vergílio Ferreira (Fundação Oriente),Av. Vergilio Ferreira,Estação Oriente (Interface)
208,Bela Vista,A,19,03608,B.º Armador,Av. Vergilio Ferreira,Estação Oriente (Interface)
208,Bela Vista,A,20,03606,Bela Vista (Centro Comercial),Av. Francisco Salgado Zenha,Estação Oriente (Interface)
208,B.º Loios,A,21,14716,R. Pedro Cruz,R. Pedro Cruz,Estação Oriente (Interface)
208,B.º Loios,A,22,14714,Pq. Bela Vista,Av. Dr. Arlindo Vicente,Estação Oriente (Interface)
208,B.º Loios,A,23,14711,B.º Flamenga,R. Ferreira Castro,Estação Oriente (Interface)
208,B.º Loios,A,24,14712,R. Ferreira Castro,R. Ferreira Castro,Estação Oriente (Interface)
208,B.º Loios,A,25,14710,Colégio Valsassina,Av. Avelino Teixeira Mota,Estação Oriente (Interface)
208,B.º Loios,A,26,14708,Esc. Damião Góis,R. Luis Cristino Silva,Estação Oriente (Interface)
208,B.º Loios,A,27,14706,B.º Loios,R. Luis Cristino Silva,Estação Oriente (Interface)
208,B.º Loios,A,28,14704,R. Luis Cristino Silva,R. Luis Cristino Silva,Estação Oriente (Interface)
208,B.º Loios,A,29,14702,R. Adães Bermudes,R. Pardal Monteiro,Estação Oriente (Interface)
208,Escola D. Dinis,A,30,89916,R. Eng. Rodrigues Carvalho,R. Eng. Ferreira Dias,Estação Oriente (Interface)
208,Escola D. Dinis,A,31,89914,R. Eng. Ferreira Dias,R. Eng. Ferreira Dias,Estação Oriente (Interface)
208,Escola D. Dinis,A,32,89913,Esc. D. Dinis,Av. Dr. Augusto Castro,Estação Oriente (Interface)
208,Escola D. Dinis,A,33,89906,ISEL,Av. Dr. Augusto Castro,Estação Oriente (Interface)
208,Escola D. Dinis,A,34,08416,Cabo Ruivo - Av. Dr. Augusto Castro,Av. Dr. Augusto Castro,Estação Oriente (Interface)
208,Olivais Sul,A,35,08406,Cabo Ruivo - Av. Mar. Gomes Costa,Av. Marechal Gomes Costa,Estação Oriente (Interface)
208,Olivais Sul,A,36,08408,Av. Mar. Gomes Costa (Poço Cortes),Av. Marechal Gomes Costa,Estação Oriente (Interface)
208,Rot. Aeroporto,A,37,07506,Av. Mar. Gomes Costa (Qta. Teresinhas),Av. Marechal Gomes Costa,Estação Oriente (Interface)
208,Rot. Aeroporto,A,38,07517,Pç. Aeroporto,Av. Marechal Gomes Costa,Estação Oriente (Interface)
208,Aeroporto,A,39,07601,Aeroporto,Av. Comunidades Portuguesas,Estação Oriente (Interface)
208,Aeroporto,A,40,07603,Av. Berlim (Aeroporto),Av. Berlim,Estação Oriente (Interface)
208,Encarnação,A,41,12201,Encarnação (Bombeiros),Al. Encarnação,Estação Oriente (Interface)
208,Encarnação,A,42,12203,Encarnação,Al. Encarnação,Estação Oriente (Interface)
208,Encarnação,A,43,12205,Igreja Encarnação,Al. Encarnação,Estação Oriente (Interface)
208,Encarnação,A,44,12208,R. Lojistas,R. Lojistas,Estação Oriente (Interface)
208,Encarnação,A,45,12311,Pç. Norte (Mercado),R. Lojistas,Estação Oriente (Interface)
208,Olivais Norte,A,46,12306,R. Alf. Barrilaro Ruas,R. Barrilaro Ruas,Estação Oriente (Interface)
208,Olivais Norte,A,47,12308,R. Capitão-Ten. Oliveira Carmo,R. Barrilaro Ruas,Estação Oriente (Interface)
208,Olivais Norte,A,48,12301,Olivais Norte,R. Furriel João Nunes Redondo,Estação Oriente (Interface)
208,Qta. Laranjeiras,A,49,07812,Pç. José Queirós,Pç. José Queirós,Estação Oriente (Interface)
208,Qta. Laranjeiras,A,50,07909,Moscavide - R. João Pinto Ribeiro,R. João Pinto Ribeiro,Estação Oriente (Interface)
208,Parque Nações,A,51,07824,Av. Boa Esperança,Av. D. João II,Estação Oriente (Interface)
208,Parque Nações,A,52,07822,Av. D. João II,Av. D. João II,Estação Oriente (Interface)
208,Estação Oriente,A,53,07825,Estação Oriente,Av. Berlim,Estação Oriente (Interface)
208,Estação Oriente,A,54,07817,Estação Oriente (Interface),Interface Estação Oriente,Estação Oriente (Interface)
208,Estação Oriente,D,1,07817,Estação Oriente (Interface),Interface Estação Oriente,Cais Sodré
208,Estação Oriente,D,2,07805,Estação Oriente,Av. Ìndico,Cais Sodré
208,Parque Nações,D,3,07821,Av. D. João II,Av. D. João II,Cais Sodré
208,Parque Nações,D,4,07823,Av. Boa Esperança,Av. D. João II,Cais Sodré
208,Qta. Laranjeiras,D,5,07908,Moscavide - R. João Pinto Ribeiro,"R. 1.º Maio, Loures",Cais Sodré
208,Qta. Laranjeiras,D,6,07810,Pç. José Queirós,Pç. José Queirós,Cais Sodré
208,Olivais Norte,D,7,12302,Olivais Norte,R. Furriel João Nunes Redondo,Cais Sodré
208,Olivais Norte,D,8,12307,R. Capitão-Ten. Oliveira Carmo,R. Barrilaro Ruas,Cais Sodré
208,Olivais Norte,D,9,12305,R. Alf. Barrilaro Ruas,R. Barrilaro Ruas,Cais Sodré
208,Encarnação,D,10,12312,Pç. Norte (Mercado),R. Lojistas,Cais Sodré
208,Encarnação,D,11,12206,Igreja Encarnação,Al. Encarnação,Cais Sodré
208,Encarnação,D,12,12204,Encarnação,Al. Encarnação,Cais Sodré
208,Encarnação,D,13,12202,Encarnação (Bombeiros),Av. Berlim,Cais Sodré
208,Aeroporto,D,14,07604,Av. Berlim (Aeroporto),Av. Berlim,Cais Sodré
208,Aeroporto,D,15,07602,Aeroporto,Aeroporto,Cais Sodré
208,Rot. Aeroporto,D,16,07516,Pç. Aeroporto,Pç. Aeroporto,Cais Sodré
208,Rot. Aeroporto,D,17,07503,Av. Mar. Gomes Costa (Qta. Teresinhas),Av. Marechal Gomes Costa,Cais Sodré
208,Olivais Sul,D,18,08407,Av. Mar. Gomes Costa (Poço Cortes),Av. Marechal Gomes Costa,Cais Sodré
208,Olivais Sul,D,19,08405,Cabo Ruivo - Av. Mar. Gomes Costa,Av. Marechal Gomes Costa,Cais Sodré
208,Escola D. Dinis,D,20,89903,ISEL,Av. Dr. Augusto Castro,Cais Sodré
208,Escola D. Dinis,D,21,89905,Av. Dr. Augusto Castro,Av. Dr. Augusto Castro,Cais Sodré
208,Escola D. Dinis,D,22,89918,Esc. D. Dinis,R. Eng. Ferreira Dias,Cais Sodré
208,Escola D. Dinis,D,23,89915,R. Eng. Ferreira Dias,R. Eng. Ferreira Dias,Cais Sodré
208,Escola D. Dinis,D,24,89917,R. Eng. Rodrigues Carvalho,R. Eng. Ferreira Dias,Cais Sodré
208,B.º Loios,D,25,14701,R. Adães Bermudes,R. Luis Cristino Silva,Cais Sodré
208,B.º Loios,D,26,14703,R. Luis Cristino Silva,R. Luis Cristino Silva,Cais Sodré
208,B.º Loios,D,27,14705,B.º Loios,R. Luis Cristino Silva,Cais Sodré
208,B.º Loios,D,28,14707,Esc. Damião Góis,R. Luis Cristino Silva,Cais Sodré
208,B.º Loios,D,29,14720,Colégio Valsassina,Av. Avelino Teixeira Mota,Cais Sodré
208,B.º Loios,D,30,14713,R. Ferreira Castro,R. Ferreira Castro,Cais Sodré
208,B.º Loios,D,31,14715,B.º Flamenga,R. Ferreira Castro,Cais Sodré
208,B.º Loios,D,32,14717,Pq. Bela Vista,Av. Dr. Arlindo Vicente,Cais Sodré
208,Bela Vista,D,33,03607,B.º Armador,Av. Vergilio Ferreira,Cais Sodré
208,Bela Vista,D,34,03609,Av. Vergílio Ferreira (Fundação Oriente),Av. Vergilio Ferreira,Cais Sodré
208,Olaias,D,35,08912,Olaias (Piscina),Av. Eng. Arantes Oliveira,Cais Sodré
208,Olaias,D,36,08910,Rot. Olaias,R. Professora Margarida Vieira Mendes,Cais Sodré
208,Olaias,D,37,09009,Casal Vistoso,Av. Afonso Costa,Cais Sodré
208,Areeiro,D,38,00301,Areeiro - Av. Afonso Costa,Av. Afonso Costa,Cais Sodré
208,Alameda,D,39,00404,Pç. João Rio,Av. Almirante Reis,Cais Sodré
208,Alameda,D,40,00410,Alameda D. A. Henriques,Av. Almirante Reis,Cais Sodré
208,P. Chile,D,41,00506,Pç. Chile / Av. Almirante Reis,Av. Almirante Reis,Cais Sodré
208,Anjos,D,42,00610,Av. Almirante Reis / R. Marques Silva,Av. Almirante Reis,Cais Sodré
208,Anjos,D,43,00608,Av. Almirante Reis / R. Angola,Av. Almirante Reis,Cais Sodré
208,Intendente,D,44,00704,Igreja Anjos,Av. Almirante Reis,Cais Sodré
208,Socorro,D,45,00804,R. Palma,R. da Palma,Cais Sodré
208,Socorro,D,46,00815,Martim Moniz,R. da Palma,Cais Sodré
208,Rossio,D,47,00906,Pç. Figueira,Pç. Figueira,Cais Sodré
208,T. Paço,D,48,05502,Pç. Comércio,R. Fanqueiros,Cais Sodré
208,Cais do Sodré,D,49,03820,Corpo Santo,R. Arsenal,Cais Sodré
208,Cais do Sodré,D,50,03810,Cais Sodré,Cais Sodré,Cais Sodré
210,Cais do Sodré,A,1,03811,Cais Sodré,Cais Sodré,Prior Velho
210,Cais do Sodré,A,2,03824,Corpo Santo,R. Bernardino Costa,Prior Velho
210,T. Paço,A,3,05501,Pç. Comércio,Pç. Comércio,Prior Velho
210,T. Paço,A,4,04505,Sul e Sueste,R. Inst. Virgílio Machado,Prior Velho
210,Alfândega,A,5,04503,Campo Cebolas,Av. Infante D. Henrique,Prior Velho
210,Alfândega,A,6,08201,Alfândega,Av. Infante D. Henrique,Prior Velho
210,Alfândega,A,7,08203,Casa Conto,Av. Infante D. Henrique,Prior Velho
210,Sta. Apolónia,A,8,02101,Estação Sta. Apolónia,Lg. Caminhos Ferro,Prior Velho
210,Sta. Apolónia,A,9,02103,R. Bica Sapato,R. Bica Sapato,Prior Velho
210,Sta. Apolónia,A,10,02131,Cç. Sta. Apolónia,Cç. Sta. Apolónia,Prior Velho
210,Av. Afonso III,A,11,09813,Cç. Cruz Pedra,Cç. Cruz Pedra,Prior Velho
210,Av. Afonso III,A,12,09805,R. Madre Deus,R. Madre Deus,Prior Velho
210,Av. Afonso III,A,13,09807,Igreja Madre Deus,R. Madre Deus,Prior Velho
210,Xabregas,A,14,08301,Ponte Xabregas,R. Xabregas,Prior Velho
210,Xabregas,A,15,08303,Xabregas,R. Xabregas,Prior Velho
210,Xabregas,A,16,08305,Cç. Grilo,R. Grilo,Prior Velho
210,Xabregas,A,17,08307,Al. Beato,R. Beato,Prior Velho
210,Poço do Bispo,A,18,12505,Beato,R. Açúcar,Prior Velho
210,Poço do Bispo,A,19,12507,R. Açúcar,R. Açúcar,Prior Velho
210,Poço do Bispo,A,20,12509,Palácio Mitra,R. Açúcar,Prior Velho
210,Poço do Bispo,A,21,12511,Poço Bispo,Pç. David Leandro Silva,Prior Velho
210,Poço do Bispo,A,22,12501,Doca Poço Bispo,Praça 25 Abril,Prior Velho
210,Matinha,A,23,02204,Matinha,Av. Cintura Porto Lisboa,Prior Velho
210,Matinha,A,24,02202,Fábrica Gás,Av. Cintura Porto Lisboa,Prior Velho
210,Parque Nações Sul,A,25,02316,Gás Portugal,Av. Marechal Gomes Costa,Prior Velho
210,Rot. Cabo Ruivo,A,26,02304,Rot. Cabo Ruivo,Av. Marechal Gomes Costa,Prior Velho
210,Olivais Sul,A,27,02302,Av. Mar. Gomes Costa (Universidade),Av. Marechal Gomes Costa,Prior Velho
210,Olivais Sul,A,28,08414,R. Cidade Bissau (Metro),R. Cidade Bissau,Prior Velho
210,Olivais Sul,A,29,08423,Cemitério Olivais,Av. Cidade Luanda,Prior Velho
210,Olivais,A,30,07717,Esc. Sec. Olivais,Av. Cidade Luanda,Prior Velho
210,Olivais,A,31,07715,Av. Berlim,Av. Cidade Luanda,Prior Velho
210,Olivais,A,32,07711,Av. Berlim / Tv. Courelas,Av. Berlim,Prior Velho
210,Estação Oriente,A,33,07820,Estação Oriente (Interface),Interface Estação Oriente,Prior Velho
210,Qta. Laranjeiras,A,34,07803,Olivais Velho - Av. Inf. D. Henrique,Av. Infante D. Henrique,Prior Velho
210,Qta. Laranjeiras,A,35,07812,Pç. José Queirós,Pç. José Queirós,Prior Velho
210,Qta. Laranjeiras,A,36,07909,Moscavide - R. João Pinto Ribeiro,R. João Pinto Ribeiro,Prior Velho
210,Moscavide,A,37,07907,Av. Moscavide,Av. Moscavide,Prior Velho
210,Moscavide,A,38,07905,R. Laureano Oliveira,Av. Moscavide,Prior Velho
210,Moscavide,A,39,07903,Moscavide Centro - R. Franc. M. Beato,Av. Moscavide,Prior Velho
210,Portela,A,40,12618,Portela (Seminário),Av. Descobrimentos,Prior Velho
210,Portela,A,41,12617,Portela - R. Escritores,R. Escritores,Prior Velho
210,Portela,A,42,12627,Portela - Av. República,Av. República,Prior Velho
210,Portela,A,43,12610,C. Comercial Portela,"Av. República, Loures",Prior Velho
210,Portela,A,44,12608,Portela - Av. República,"Av. República, Loures",Prior Velho
210,Portela,A,45,12601,RALIS,Av. Dr. Alfredo Bensaúde,Prior Velho
210,Prior Velho,A,46,16303,Rot. Encarnação,R. Severiano Falcão,Prior Velho
210,Prior Velho,A,47,16305,Qta. Francelha Cima,R. Severiano Falcão,Prior Velho
210,Prior Velho,A,48,16307,Qta. Francelha Baixo,R. Severiano Falcão,Prior Velho
210,Prior Velho,A,49,16310,Prior Velho,R. Moçambique,Prior Velho
210,Prior Velho,D,1,16310,Prior Velho,R. Moçambique,Cais Sodré
210,Prior Velho,D,2,16308,Qta. Francelha Baixo,R. Severiano Falcão,Cais Sodré
210,Prior Velho,D,3,16306,Qta. Francelha Cima,R. Severiano Falcão,Cais Sodré
210,Prior Velho,D,4,16304,Rot. Encarnação,R. Severiano Falcão,Cais Sodré
210,Portela,D,5,12620,RALIS,Av. Dr. Alfredo Bensaúde,Cais Sodré
210,Portela,D,6,12605,RALIS,Av. Ralis,Cais Sodré
210,Portela,D,7,12607,Portela - Av. República,Av. República,Cais Sodré
210,Portela,D,8,12613,Portela - Av. Descobrimentos,Av. Descobrimentos,Cais Sodré
210,Portela,D,9,12615,C. Comercial Portela,Av. Descobrimentos,Cais Sodré
210,Portela,D,10,12619,Portela (Seminário),Av. Descobrimentos,Cais Sodré
210,Moscavide,D,11,07904,Moscavide Centro - R. Franc. M. Beato,R. Francisco Marques Beato,Cais Sodré
210,Moscavide,D,12,07906,R. Laureano Oliveira,R. Francisco Marques Beato,Cais Sodré
210,Qta. Laranjeiras,D,13,07908,Moscavide - R. João Pinto Ribeiro,"R. 1.º Maio, Loures",Cais Sodré
210,Qta. Laranjeiras,D,14,07811,Pç. José Queirós,Pç. José Queirós,Cais Sodré
210,Qta. Laranjeiras,D,15,07806,Olivais Velho - Av. Inf. D. Henrique,Av. Infante D. Henrique,Cais Sodré
